path,actor,emotion,intensity,vocal,gender,duration,sr,rms,pitch_mean,centroid_mean,silence_ratio,pca_x,pca_y,tsne_x,tsne_y,cluster
data/RAVDESS/Actor_01/03-01-02-01-02-02-01.wav,01,calm,normal,speech,male,3.4701458333333335,48000,0.0045143017,1734.4857,6798.674100010185,0.557367305648778,14.736542,13.206009,26.651262,11.841471,1
data/RAVDESS/Actor_01/03-01-06-01-01-01-01.wav,01,fearful,normal,speech,male,3.6703333333333332,48000,0.010111522,1668.9574,5823.188495953553,0.5466351829988194,3.7658691,12.227249,15.735911,20.763649,1
data/RAVDESS/Actor_01/03-01-05-01-02-01-01.wav,01,angry,normal,speech,male,3.5035,48000,0.012078899,1870.8351,6690.33947417556,0.5737595737595738,-18.518433,10.948441,-12.419629,31.589125,0
data/RAVDESS/Actor_01/03-01-03-02-01-01-01.wav,01,happy,strong,speech,male,3.6703333333333332,48000,0.011030492,1875.7634,6411.788635957509,0.5524475524475525,-4.474884,1.6660309,-7.2388997,14.732266,7
data/RAVDESS/Actor_01/03-01-06-01-01-02-01.wav,01,fearful,normal,speech,male,3.636979166666667,48000,0.009289662,1804.1803,5983.587592053661,0.5395446083345268,0.38137817,6.2596893,12.10249,17.86424,1
data/RAVDESS/Actor_01/03-01-02-02-01-01-01.wav,01,calm,strong,speech,male,3.703708333333333,48000,0.0024136112,1799.3057,6773.71236908055,0.516160604799244,25.54364,7.4661407,33.884174,7.67519,5
data/RAVDESS/Actor_01/03-01-08-01-01-01-01.wav,01,surprised,normal,speech,male,3.403395833333333,48000,0.005816338,1887.9792,7174.304332987818,0.5956979242545741,-26.054993,19.108292,-12.642049,37.568142,0
data/RAVDESS/Actor_01/03-01-06-02-02-01-01.wav,01,fearful,strong,speech,male,3.970625,48000,0.06285862,1747.4181,4617.094882175968,0.5594312398341991,7.2603455,-18.103745,7.9642673,-21.28346,3
data/RAVDESS/Actor_01/03-01-08-02-01-01-01.wav,01,surprised,strong,speech,male,3.43675,48000,0.012245984,1884.4658,6704.236422384397,0.5841031982735627,-7.8711853,7.3256683,-8.728383,19.428545,0
data/RAVDESS/Actor_01/03-01-05-02-01-02-01.wav,01,angry,strong,speech,male,4.371041666666667,48000,0.053757958,1957.3533,5012.160489587621,0.2776702731042372,21.922424,-33.984055,25.273527,-28.698465,3
data/RAVDESS/Actor_01/03-01-07-02-01-01-01.wav,01,disgust,strong,speech,male,4.304291666666667,48000,0.02072795,1824.0676,5201.581538900521,0.47463287610233973,0.10202026,-9.768173,-1.598351,-14.828738,7
data/RAVDESS/Actor_01/03-01-02-01-01-01-01.wav,01,calm,normal,speech,male,3.5368541666666666,48000,0.002956345,1804.7471,6997.31180981541,0.5566681785249368,2.2477417,14.792648,14.937307,21.266605,1
data/RAVDESS/Actor_01/03-01-03-01-02-01-01.wav,01,happy,normal,speech,male,3.5368541666666666,48000,0.0064091375,1861.1382,6667.926847169117,0.5717474921805512,3.5807495,10.5542755,13.582658,19.000738,1
data/RAVDESS/Actor_01/03-01-04-02-02-01-01.wav,01,sad,strong,speech,male,3.7370833333333335,48000,0.00839227,1881.2855,6725.494838972653,0.5347530382428365,-2.4709167,9.748947,12.162356,18.42245,0
data/RAVDESS/Actor_01/03-01-04-01-01-02-01.wav,01,sad,normal,speech,male,3.5702291666666666,48000,0.003480494,1822.2036,6610.435405112448,0.5578248361741485,3.9601746,14.333237,14.7292795,20.440134,1
data/RAVDESS/Actor_01/03-01-08-02-01-02-01.wav,01,surprised,strong,speech,male,3.5702291666666666,48000,0.016739022,1833.6826,6507.876677887089,0.5667878462516995,-6.6717224,0.47190857,-6.5095487,18.387205,7
data/RAVDESS/Actor_01/03-01-07-01-01-02-01.wav,01,disgust,normal,speech,male,3.9038958333333333,48000,0.0052434835,1850.4537,6703.208102918362,0.49998665862626546,15.553131,-4.8092346,16.704826,-6.5067387,3
data/RAVDESS/Actor_01/03-01-06-01-02-01-01.wav,01,fearful,normal,speech,male,3.4367708333333336,48000,0.008191192,1682.8954,5638.860306391719,0.0037159397447943388,4.4912415,16.93901,16.162106,21.958197,1
data/RAVDESS/Actor_01/03-01-01-01-02-02-01.wav,01,neutral,normal,speech,male,3.1698333333333335,48000,0.0048861476,1784.729,7008.958169433834,0.6163836163836164,-10.935974,19.152115,-4.719837,34.851234,0
data/RAVDESS/Actor_01/03-01-05-02-02-01-01.wav,01,angry,strong,speech,male,4.137458333333333,48000,0.05624743,1951.694,5104.580589511714,0.49985397637438445,23.528992,-30.222748,25.262356,-28.592113,3
data/RAVDESS/Actor_01/03-01-01-01-01-02-01.wav,01,neutral,normal,speech,male,3.3366666666666664,48000,0.004283341,1818.3252,7135.571471113649,0.6067932067932068,-11.342438,17.55751,-4.2764096,35.157703,0
data/RAVDESS/Actor_01/03-01-08-01-02-02-01.wav,01,surprised,normal,speech,male,3.2699166666666666,48000,0.006849781,1916.0222,7482.65716962654,0.5955044725910446,-9.036621,7.9295807,-8.232658,20.564287,0
data/RAVDESS/Actor_01/03-01-06-02-01-01-01.wav,01,fearful,strong,speech,male,5.005,48000,0.031092716,1791.1848,4306.2914200527575,0.2796536796536796,29.754608,-15.760193,28.136244,-21.488194,3
data/RAVDESS/Actor_01/03-01-04-02-01-02-01.wav,01,sad,strong,speech,male,3.703708333333333,48000,0.008611271,1923.718,6780.322651442226,0.5478405651992935,-9.959991,10.727921,-10.396401,19.464207,0
data/RAVDESS/Actor_01/03-01-06-01-02-02-01.wav,01,fearful,normal,speech,male,3.7036875,48000,0.0074229026,1854.3431,6081.34410776768,0.4787177193900223,17.180206,4.409195,27.12599,10.098829,5
data/RAVDESS/Actor_01/03-01-03-02-01-02-01.wav,01,happy,strong,speech,male,3.6369583333333333,48000,0.014462557,1764.4058,5270.077517266869,0.49848201908646195,-10.2552185,7.6224823,-10.725392,14.2789545,0
data/RAVDESS/Actor_01/03-01-08-01-02-01-01.wav,01,surprised,normal,speech,male,3.536875,48000,0.005932665,1875.523,6719.616437819913,0.5717500147258054,-4.5220947,12.370926,-4.8899384,25.029644,0
data/RAVDESS/Actor_01/03-01-04-01-01-01-01.wav,01,sad,normal,speech,male,3.8371666666666666,48000,0.0037387193,1872.8103,6355.887480300236,0.527429092646484,2.1986084,11.556839,14.700434,20.06841,1
data/RAVDESS/Actor_01/03-01-05-01-01-02-01.wav,01,angry,normal,speech,male,3.9372708333333333,48000,0.015829282,1889.0201,6352.360298944932,0.5015159612464217,0.019104004,-4.2848206,4.2071676,-4.9727054,7
data/RAVDESS/Actor_01/03-01-01-01-01-01-01.wav,01,neutral,normal,speech,male,3.3032916666666665,48000,0.0040006354,1779.4193,7416.297747905874,0.5673002938987626,-15.423431,19.256943,-5.437827,35.63897,0
data/RAVDESS/Actor_01/03-01-08-02-02-01-01.wav,01,surprised,strong,speech,male,3.5035,48000,0.011375551,1899.7997,6816.283410678956,0.5554921269206983,7.9389954,-2.2333984,18.460537,-0.77462095,7
data/RAVDESS/Actor_01/03-01-08-01-01-02-01.wav,01,surprised,normal,speech,male,3.2699166666666666,48000,0.005750186,1904.9467,7306.301517015775,0.6150768368205102,-19.628998,15.961655,-11.4670925,34.626057,0
data/RAVDESS/Actor_01/03-01-06-02-02-02-01.wav,01,fearful,strong,speech,male,3.9039166666666665,48000,0.04286287,1669.1265,4062.74223310518,0.5519030033940273,6.077545,-12.199142,7.924789,-21.075468,3
data/RAVDESS/Actor_01/03-01-07-01-01-01-01.wav,01,disgust,normal,speech,male,3.8705208333333334,48000,0.004418999,1831.0707,5563.6173074261305,0.48465161342411933,13.522949,2.9590302,20.692856,1.0607034,5
data/RAVDESS/Actor_01/03-01-08-02-02-02-01.wav,01,surprised,strong,speech,male,3.2699375,48000,0.016182847,1840.372,6861.162497906723,0.6085552093885587,-7.926422,2.3777618,-7.0804505,17.59367,7
data/RAVDESS/Actor_01/03-01-03-02-02-02-01.wav,01,happy,strong,speech,male,3.9372708333333333,48000,0.01633587,1834.8594,6222.558537890443,0.512352570784543,12.646454,-4.7404327,18.987688,-1.7007283,3
data/RAVDESS/Actor_01/03-01-04-01-02-01-01.wav,01,sad,normal,speech,male,3.5035,48000,0.0030210582,1866.2015,6739.503739203785,0.5768041482327196,-5.548126,13.620621,-4.6475463,25.618795,0
data/RAVDESS/Actor_01/03-01-03-02-02-01-01.wav,01,happy,strong,speech,male,3.93725,48000,0.017518895,1793.4174,5571.829219140869,0.5123499904755857,5.0537415,-1.0827179,18.538723,-1.1728463,7
data/RAVDESS/Actor_02/03-01-08-02-02-02-02.wav,02,surprised,strong,speech,female,3.8038125,48000,0.021772953,1902.7897,5501.575888282091,0.5345021168454894,-1.7229614,-23.018234,-15.772548,-28.847832,7
data/RAVDESS/Actor_02/03-01-08-02-01-01-02.wav,02,surprised,strong,speech,female,3.7370625,48000,0.014839439,1869.8812,5240.6309281911945,0.5376047363403743,-1.7718201,-17.226273,-16.019567,-30.416859,7
data/RAVDESS/Actor_02/03-01-01-01-01-01-02.wav,02,neutral,normal,speech,female,3.6369583333333333,48000,0.006454027,1710.9099,4876.754825205072,0.5512733854984133,-12.685669,4.445694,-20.917347,-1.0685879,0
data/RAVDESS/Actor_02/03-01-05-01-02-02-02.wav,02,angry,normal,speech,female,3.8037916666666667,48000,0.014013826,1831.2062,5116.467355804292,0.5373037867916881,-7.2048645,-10.7308655,-9.063356,-17.09527,7
data/RAVDESS/Actor_02/03-01-06-01-02-02-02.wav,02,fearful,normal,speech,female,3.7370625,48000,0.014481637,1995.7012,5792.550744606345,0.5404590280913597,-5.042511,-27.691147,-19.561497,-29.673885,6
data/RAVDESS/Actor_02/03-01-04-01-01-02-02.wav,02,sad,normal,speech,female,3.7704375,48000,0.005540688,1833.6578,4159.540944466658,0.5247235897690918,-8.981628,2.3811798,-20.600016,-2.153252,7
data/RAVDESS/Actor_02/03-01-04-01-01-01-02.wav,02,sad,normal,speech,female,3.8371666666666666,48000,0.0047169784,1827.4175,3969.1376181897604,0.527429092646484,2.6080322,-3.0216522,0.08440118,-15.664184,7
data/RAVDESS/Actor_02/03-01-02-02-01-02-02.wav,02,calm,strong,speech,female,4.037375,48000,0.0052986657,1855.7324,4421.897200933252,0.4927397133038175,-5.15625,-0.76234436,-5.1135597,-11.425431,7
data/RAVDESS/Actor_02/03-01-04-02-01-01-02.wav,02,sad,strong,speech,female,3.7370833333333335,48000,0.005279001,1879.548,4742.7057623178935,0.5490244174378415,-26.522003,2.665512,-32.967457,0.96643484,2
data/RAVDESS/Actor_02/03-01-03-02-01-01-02.wav,02,happy,strong,speech,female,3.703708333333333,48000,0.03146613,1919.431,4732.901788773448,0.5651205435993205,-26.79599,-9.515045,-27.029469,-7.2701163,2
data/RAVDESS/Actor_02/03-01-03-01-02-02-02.wav,02,happy,normal,speech,female,3.7370833333333335,48000,0.011911331,1810.9159,6092.449035694707,0.5404615899208385,-7.311615,-3.2578583,-6.7412467,-15.442726,7
data/RAVDESS/Actor_02/03-01-07-01-01-01-02.wav,02,disgust,normal,speech,female,3.6703333333333332,48000,0.005508877,1744.179,3816.7004140777944,0.5146671510307874,1.3354492,-4.97464,-1.060583,-17.850153,7
data/RAVDESS/Actor_02/03-01-07-02-02-02-02.wav,02,disgust,strong,speech,female,4.037375,48000,0.012997627,1759.5483,5281.875672805402,0.5006656552834453,3.4269104,-12.219742,-0.83354753,-18.988876,7
data/RAVDESS/Actor_02/03-01-02-02-01-01-02.wav,02,calm,strong,speech,female,4.137479166666667,48000,0.004857217,1904.3232,5885.488980810923,0.47407590169134795,-16.745087,6.0455475,-22.410425,1.9101431,2
data/RAVDESS/Actor_02/03-01-07-02-02-01-02.wav,02,disgust,strong,speech,female,4.004,48000,0.012595583,1716.2124,4856.123493604146,0.49650349650349646,-2.4667969,-9.316284,-2.2383575,-18.563206,7
data/RAVDESS/Actor_02/03-01-04-01-02-02-02.wav,02,sad,normal,speech,female,3.7704375,48000,0.005474831,1854.5768,5109.181289321371,0.5275526160204662,-15.849487,6.0614777,-23.141191,1.181545,0
data/RAVDESS/Actor_02/03-01-06-02-01-02-02.wav,02,fearful,strong,speech,female,3.636979166666667,48000,0.030172957,2047.485,5490.983911488343,0.5659401403408277,-31.315582,-19.596466,-37.642914,-28.590096,6
data/RAVDESS/Actor_02/03-01-07-02-01-02-02.wav,02,disgust,strong,speech,female,4.137458333333333,48000,0.010914891,1830.7006,5711.78221079784,0.48180747036727456,-5.209381,-6.5320587,-7.607267,-16.782198,7
data/RAVDESS/Actor_02/03-01-03-02-02-02-02.wav,02,happy,strong,speech,female,3.8705208333333334,48000,0.023041489,1890.0822,4610.088683299224,0.5259897192991899,-16.344421,-9.779694,-25.60233,-7.8009267,7
data/RAVDESS/Actor_02/03-01-02-01-01-01-02.wav,02,calm,normal,speech,female,3.8371666666666666,48000,0.005660976,1835.7369,6164.709510147332,0.5079702905789862,1.6845703,1.6830597,0.25531662,-14.62453,7
data/RAVDESS/Actor_02/03-01-06-02-02-01-02.wav,02,fearful,strong,speech,female,3.6036041666666665,48000,0.032145396,1995.6873,5367.878590080635,0.5678400675249895,-17.88739,-26.817657,-36.75544,-30.367847,6
data/RAVDESS/Actor_02/03-01-06-02-01-01-02.wav,02,fearful,strong,speech,female,3.8037916666666667,48000,0.024201283,2043.6194,5400.648051915862,0.5597375425836062,-26.330872,-21.473312,-37.57975,-28.985975,6
data/RAVDESS/Actor_02/03-01-02-02-02-01-02.wav,02,calm,strong,speech,female,4.104104166666667,48000,0.0057019754,1854.4832,5319.0525793380375,0.48539317857632347,-3.4947815,-5.438736,-3.3313792,-12.28663,7
data/RAVDESS/Actor_02/03-01-04-02-02-01-02.wav,02,sad,strong,speech,female,3.7036875,48000,0.0066230143,1835.8217,5007.7761449640575,0.53919798399118,-20.396667,2.2637177,-25.671165,0.2873371,2
data/RAVDESS/Actor_02/03-01-01-01-02-02-02.wav,02,neutral,normal,speech,female,3.6035833333333334,48000,0.008513574,1754.8435,5933.923040801253,0.5619175357861388,-11.711365,-1.3055725,-19.622162,-0.9629539,7
data/RAVDESS/Actor_02/03-01-04-01-02-01-02.wav,02,sad,normal,speech,female,3.7370625,48000,0.005862393,1832.147,4642.75395734883,0.5347504445893889,-26.391113,10.174942,-31.481281,5.767886,2
data/RAVDESS/Actor_02/03-01-05-02-02-01-02.wav,02,angry,strong,speech,female,4.004,48000,0.08012896,1836.96,6159.485937479485,0.5311355311355311,-28.616852,-19.045807,-37.69257,-20.778402,6
data/RAVDESS/Actor_02/03-01-05-01-01-02-02.wav,02,angry,normal,speech,female,3.6703333333333332,48000,0.013068774,1838.3466,5803.848623702446,0.4885114885114885,-14.193024,-3.6770935,-23.99959,-8.924133,7
data/RAVDESS/Actor_02/03-01-07-01-01-02-02.wav,02,disgust,normal,speech,female,3.636979166666667,48000,0.0052561294,1806.4209,3880.6616471587786,0.5366117714449377,10.429352,-7.0021973,1.3917714,-18.90922,3
data/RAVDESS/Actor_02/03-01-07-02-01-01-02.wav,02,disgust,strong,speech,female,4.137458333333333,48000,0.00936776,1846.6179,4039.017105428907,0.4843855426540046,0.6814575,-11.36528,-1.4209782,-18.891466,7
data/RAVDESS/Actor_02/03-01-05-02-01-01-02.wav,02,angry,strong,speech,female,3.9039166666666665,48000,0.04238877,1805.6257,4505.596137284905,0.5300446133156873,-28.513336,-9.344559,-38.115086,-19.226936,2
data/RAVDESS/Actor_02/03-01-08-02-02-01-02.wav,02,surprised,strong,speech,female,3.7370833333333335,48000,0.019288931,1832.251,6421.493662509032,0.5404615899208385,-11.477966,-16.43573,-19.76045,-21.23216,6
data/RAVDESS/Actor_02/03-01-06-02-02-02-02.wav,02,fearful,strong,speech,female,3.6036041666666665,48000,0.028720181,1926.0311,5925.506034407418,0.5796800656749898,-26.710632,-19.999512,-37.559387,-28.99586,6
data/RAVDESS/Actor_02/03-01-02-01-02-02-02.wav,02,calm,normal,speech,female,3.970625,48000,0.005986535,1826.9238,5450.585452600634,0.4895849729786452,2.0792236,-6.396469,1.1804194,-15.717751,7
data/RAVDESS/Actor_02/03-01-01-01-01-02-02.wav,02,neutral,normal,speech,female,3.6036041666666665,48000,0.006149308,1785.7117,5702.31871974331,0.47312008232498715,-10.493866,2.4714203,-20.674734,-1.3629783,7
data/RAVDESS/Actor_02/03-01-06-01-02-01-02.wav,02,fearful,normal,speech,female,3.6703333333333332,48000,0.014404229,1975.2109,5467.607661954245,0.5408228135500863,-4.3224487,-23.163864,-19.035093,-29.15934,6
data/RAVDESS/Actor_02/03-01-02-02-02-02-02.wav,02,calm,strong,speech,female,4.104104166666667,48000,0.005219003,1748.0162,4471.641321383136,0.474997081173825,8.154785,-6.722397,2.3275788,-15.960142,7
data/RAVDESS/Actor_02/03-01-08-01-02-02-02.wav,02,surprised,normal,speech,female,3.536875,48000,0.011724099,1881.8531,5876.292542723546,0.5717500147258054,-7.5162964,-12.425308,-18.83678,-20.113537,7
data/RAVDESS/Actor_02/03-01-03-02-01-02-02.wav,02,happy,strong,speech,female,3.6703333333333332,48000,0.03230539,1918.2285,5569.163617732072,0.555353737171919,-20.861237,-11.289261,-26.536926,-7.489224,6
data/RAVDESS/Actor_02/03-01-04-02-01-02-02.wav,02,sad,strong,speech,female,3.7704166666666667,48000,0.0044017644,1903.0844,4967.766844675125,0.5247209636423914,-8.333496,0.99684143,-19.781555,-2.7004566,7
data/RAVDESS/Actor_02/03-01-06-01-01-02-02.wav,02,fearful,normal,speech,female,3.7370625,48000,0.013394126,1957.2219,4611.909976724772,0.543313319842345,-7.842041,-20.22432,-19.363491,-28.961437,6
data/RAVDESS/Actor_02/03-01-02-01-02-01-02.wav,02,calm,normal,speech,female,3.8371666666666666,48000,0.0061786096,1669.547,4359.203600699177,0.5190896060461279,3.3436584,-4.0802765,1.3047538,-15.367332,7
data/RAVDESS/Actor_02/03-01-04-02-02-02-02.wav,02,sad,strong,speech,female,3.6703333333333332,48000,0.0055734008,1865.471,4750.722264734805,0.5408228135500863,-5.2229614,-7.4291534,-10.231759,-15.634201,7
data/RAVDESS/Actor_02/03-01-08-01-02-01-02.wav,02,surprised,normal,speech,female,3.6036041666666665,48000,0.011485803,1824.8844,5445.172006581268,0.5648800679874894,-12.782196,-7.861145,-19.649014,-18.387646,7
data/RAVDESS/Actor_02/03-01-07-01-02-01-02.wav,02,disgust,normal,speech,female,3.8705416666666665,48000,0.008056908,1668.0814,4106.765271363745,0.5094571173285393,8.23288,-5.3613586,1.072276,-18.280752,7
data/RAVDESS/Actor_02/03-01-05-02-02-02-02.wav,02,angry,strong,speech,female,4.004,48000,0.068531856,1804.7161,5311.590212284123,0.5124875124875126,-23.575562,-21.042969,-37.478355,-20.90718,6
data/RAVDESS/Actor_02/03-01-03-01-02-01-02.wav,02,happy,normal,speech,female,3.7704375,48000,0.0121148,1830.3745,4973.468157855864,0.5360396947745896,-11.176392,-6.4441833,-23.177496,-8.017792,7
data/RAVDESS/Actor_02/03-01-02-01-01-02-02.wav,02,calm,normal,speech,female,4.004,48000,0.005632026,1852.6564,5031.632345498287,0.5044955044955045,2.1113586,-3.051239,0.5094588,-15.097508,7
data/RAVDESS/Actor_02/03-01-03-01-01-02-02.wav,02,happy,normal,speech,female,3.7036875,48000,0.010873543,1870.7216,6009.039019911255,0.542077996591235,-3.2401123,-6.2054443,-6.1640043,-16.173714,7
data/RAVDESS/Actor_02/03-01-05-01-02-01-02.wav,02,angry,normal,speech,female,3.7704166666666667,48000,0.013859757,1668.3309,5718.247596369181,0.5275500055254725,-5.108734,-5.8656006,-8.483388,-16.464746,7
data/RAVDESS/Actor_02/03-01-03-01-01-01-02.wav,02,happy,normal,speech,female,3.6036041666666665,48000,0.012553206,1907.3417,5894.315620220002,0.5589600689124892,-14.583862,-3.9220276,-23.891684,-8.087969,7
data/RAVDESS/Actor_02/03-01-03-02-02-01-02.wav,02,happy,strong,speech,female,3.703708333333333,48000,0.021049129,1869.6685,5522.283491891673,0.550720561599298,-23.146912,-5.30278,-27.209639,-6.334968,2
data/RAVDESS/Actor_02/03-01-08-01-01-01-02.wav,02,surprised,normal,speech,female,3.5368541666666666,48000,0.012050182,1779.1371,4882.274242768991,0.5838109431050427,-8.560608,-8.412903,-19.196964,-19.4362,7
data/RAVDESS/Actor_02/03-01-08-02-01-02-02.wav,02,surprised,strong,speech,female,3.7704375,48000,0.014619617,1921.3982,6524.2189017391265,0.5388687210259641,-3.7811584,-16.467148,-15.985428,-30.456017,7
data/RAVDESS/Actor_02/03-01-05-01-01-01-02.wav,02,angry,normal,speech,female,3.6703333333333332,48000,0.012110754,1753.2977,4555.87635347123,0.549541367723186,-20.606903,2.8924713,-27.363922,1.0890063,2
data/RAVDESS/Actor_02/03-01-05-02-01-02-02.wav,02,angry,strong,speech,female,4.004,48000,0.03305699,1823.3098,4914.874590450018,0.5178155178155178,-16.281769,-13.462723,-24.751516,-11.390967,6
data/RAVDESS/Actor_02/03-01-01-01-02-01-02.wav,02,neutral,normal,speech,female,3.7704166666666667,48000,0.009507013,1737.8857,6271.879988556315,0.5388661730577964,-14.4626465,2.0091095,-20.699812,-0.62621903,7
data/RAVDESS/Actor_02/03-01-07-01-02-02-02.wav,02,disgust,normal,speech,female,3.8371666666666666,48000,0.0074522025,1779.1122,4663.561279270541,0.5246492637796986,-0.37857056,-5.295746,-1.6469777,-17.972548,7
data/RAVDESS/Actor_02/03-01-06-01-01-01-02.wav,02,fearful,normal,speech,female,3.636979166666667,48000,0.012599239,1997.362,4749.873703767922,0.5483431190032937,0.7770386,-25.244583,-18.518085,-29.365404,3
data/RAVDESS/Actor_02/03-01-08-01-01-02-02.wav,02,surprised,normal,speech,female,3.5368541666666666,48000,0.009217319,1923.3862,5617.85952900044,0.5626999039871825,-18.056396,-5.678482,-24.719978,-9.670011,2
data/RAVDESS/Actor_03/03-01-06-01-01-01-03.wav,03,fearful,normal,speech,male,3.7370833333333335,48000,0.0066597937,1707.0375,5487.569092637855,0.45483331475080835,33.695984,-7.5654144,32.250217,-14.891819,3
data/RAVDESS/Actor_03/03-01-02-01-01-01-03.wav,03,calm,normal,speech,male,3.8371666666666666,48000,0.0044045392,1574.7083,4659.880469507765,0.4829518307779177,24.986053,4.6811676,30.552858,-3.0210874,5
data/RAVDESS/Actor_03/03-01-06-02-01-01-03.wav,03,fearful,strong,speech,male,3.3033125,48000,0.039634965,1567.8132,3738.7742673650337,0.15075145529424383,66.18851,-20.904602,40.86422,-16.736683,4
data/RAVDESS/Actor_03/03-01-08-01-02-01-03.wav,03,surprised,normal,speech,male,3.2032083333333334,48000,0.010264783,1736.1877,5981.762018100484,0.5970706453165446,-0.8998108,2.2570343,-4.196828,-6.9816065,7
data/RAVDESS/Actor_03/03-01-07-01-01-01-03.wav,03,disgust,normal,speech,male,4.037375,48000,0.009292364,1818.4961,5059.046803321405,0.18362797609833126,34.051575,-10.137054,32.77701,-16.022192,3
